Protein A,Protein B,Method,Publication,Taxid A,Taxid B,Interaction type,Source DB,Interaction identifier,Confidence,Protein A DB,Protein B DB,Taxname A,Taxname B
Q9NX63,P0DTD1-PRO_0000449629,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949754|imex:IM-28880-867,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q96P56,P0DTD1-PRO_0000449629,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949747|imex:IM-28880-567,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q96B67,P0DTD1-PRO_0000449629,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949740|imex:IM-28880-865,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q09666,P0DTD1-PRO_0000449629,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949733|imex:IM-28880-263,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P50453,P0DTD1-PRO_0000449629,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949852|imex:IM-28880-871,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9BXI2,P0DTD1-PRO_0000449629,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949859|imex:IM-28880-111,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P17023,P0DTD1-PRO_0000449629,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949866|imex:IM-28880-1023,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q7Z3I7,P0DTD1-PRO_0000449629,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949873|imex:IM-28880-113,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9H361,P0DTD1-PRO_0000449629,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949810|imex:IM-28880-267,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P49765,P0DTD1-PRO_0000449630,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949976|imex:IM-28880-727,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9Y2M5,P0DTD1-PRO_0000449630,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949969|imex:IM-28880-1193,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
O75360,P0DTD1-PRO_0000449630,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949983|imex:IM-28880-875,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q96CW7,P0DTD1-PRO_0000449630,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949962|imex:IM-28880-1025,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q8WWN8,P0DTD1-PRO_0000449630,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26949955|imex:IM-28880-581,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
O75360,P0DTD1-PRO_0000449632,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950794|imex:IM-28880-733,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q86XT4,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950765|imex:IM-28880-425,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P14373,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950758|imex:IM-28880-423,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q12933,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950751|imex:IM-28880-1031,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q13077,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950744|imex:IM-28880-273,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q96R06,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950737|imex:IM-28880-585,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q15427,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950730|imex:IM-28880-271,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q04864,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950723|imex:IM-28880-891,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
O75360,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950716|imex:IM-28880-421,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
A8MTQ0,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950709|imex:IM-28880-889,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q5JR59,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950702|imex:IM-28880-1207,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9Y6D9,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950695|imex:IM-28880-583,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P52954,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950688|imex:IM-28880-887,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
O60229,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950681|imex:IM-28880-123,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9Y6K9,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950674|imex:IM-28880-885,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
A6NEM1,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950667|imex:IM-28880-731,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q08379,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950660|imex:IM-28880-883,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9Y2V7,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950653|imex:IM-28880-881,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P53675,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950646|imex:IM-28880-1205,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9BV73,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950639|imex:IM-28880-121,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q2TAC2,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950632|imex:IM-28880-1203,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q6PF05,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950611|imex:IM-28880-117,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q8N7C3,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950604|imex:IM-28880-115,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q96N21,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950597|imex:IM-28880-415,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q8N0X7,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950590|imex:IM-28880-1029,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q92546,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950583|imex:IM-28880-269,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
A8MW99,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950576|imex:IM-28880-729,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q6IC83,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950569|imex:IM-28880-1027,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9BXI9,P0DTD1-PRO_0000449631,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26950562|imex:IM-28880-413,intact-miscore:0.60,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P61758,P0DTD1-PRO_0000449633,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26952344|imex:IM-28880-1039,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q6PF05,P0DTD1-PRO_0000449633,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26952337|imex:IM-28880-593,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q5W5X9,P0DTD1-PRO_0000449633,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26952330|imex:IM-28880-897,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9C040,P0DTD1-PRO_0000449633,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26952323|imex:IM-28880-133,intact-miscore:0.60,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q96N21,P0DTD1-PRO_0000449633,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26952316|imex:IM-28880-435,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q96H20,P0DTD1-PRO_0000449633,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26952309|imex:IM-28880-433,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q86VW0,P0DTD1-PRO_0000449633,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26952302|imex:IM-28880-1037,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q6NUQ1,P0DTD1-PRO_0000449633,"psi-mi:""MI:1356""(validated two hybrid)",pmc:PPR297270|pubmed:unassigned2933|imex:IM-28880|doi:10.1101/2021.03.15.433877,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-26952295|imex:IM-28880-1215,intact-miscore:0.49,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
