Protein A,Protein B,Method,Publication,Taxid A,Taxid B,Interaction type,Source DB,Interaction identifier,Confidence,Protein A DB,Protein B DB,Taxname A,Taxname B
Q71SY5,P10276,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7506200|mint:MINT-5210176|imex:IM-11094-9,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q71SY5,P10276,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7506246|mint:MINT-5210199|imex:IM-11094-28,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P10276,Q71SY5,"psi-mi:""MI:0018""(two hybrid)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7506306|mint:MINT-5210212|imex:IM-11094-8,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P10276,Q71SY5,"psi-mi:""MI:0096""(pull down)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7506423|mint:MINT-5210334|imex:IM-11094-6,intact-miscore:0.51,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P19793,Q71SY5,"psi-mi:""MI:0096""(pull down)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7506443|mint:MINT-5210351|imex:IM-11094-7,intact-miscore:0.63,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q71SY5,P19793,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7506475|mint:MINT-5210362|imex:IM-11094-5,intact-miscore:0.63,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q71SY5,P19793,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17641689|imex:IM-11094|mint:MINT-5220098,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7506554|mint:MINT-5210379|imex:IM-11094-2,intact-miscore:0.63,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P55196,P12931,"psi-mi:""MI:0049""(filter binding)",pubmed:17491594|imex:IM-11266|mint:MINT-5219918,9606,9606,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0471""(MINT)",intact:EBI-7407779|mint:MINT-4950584|imex:IM-11266-1,intact-miscore:0.65,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P12931,P55196,"psi-mi:""MI:0096""(pull down)",pubmed:17491594|imex:IM-11266|mint:MINT-5219918,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7407820|mint:MINT-4961138|imex:IM-11266-2,intact-miscore:0.65,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P11274,P55196,"psi-mi:""MI:0096""(pull down)",pubmed:17491594|imex:IM-11266|mint:MINT-5219918,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7407854|mint:MINT-4961172|imex:IM-11266-3,intact-miscore:0.40,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P12931,P55196,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17491594|imex:IM-11266|mint:MINT-5219918,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7407894|mint:MINT-4961227|imex:IM-11266-7,intact-miscore:0.65,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P12931,P55196,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17491594|imex:IM-11266|mint:MINT-5219918,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7407931|mint:MINT-4961303|imex:IM-11266-6,intact-miscore:0.65,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P55196,P12931,"psi-mi:""MI:0428""(imaging technique)",pubmed:17491594|imex:IM-11266|mint:MINT-5219918,9606,9606,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0471""(MINT)",intact:EBI-7407986|mint:MINT-4961196|imex:IM-11266-4,intact-miscore:0.65,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P12931,P55196,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17491594|imex:IM-11266|mint:MINT-5219918,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7408034|mint:MINT-4961253|imex:IM-11266-5,intact-miscore:0.65,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P12931,P55196,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:17491594|imex:IM-11266|mint:MINT-5219918,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7408062|mint:MINT-4961273|imex:IM-11266-8,intact-miscore:0.65,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q969U7,Q9Y244,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659030|mint:MINT-6176014|imex:IM-11502-5,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q969U7,P25789,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659030|mint:MINT-6176014|imex:IM-11502-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P25789,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659093|mint:MINT-6176002|imex:IM-11502-1,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,Q9Y244,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659093|mint:MINT-6176002|imex:IM-11502-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P25787,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659127|mint:MINT-6176052|imex:IM-11502-2,intact-miscore:0.74,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P25788,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659127|mint:MINT-6176052|imex:IM-11502-2,intact-miscore:0.84,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,O14818,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659127|mint:MINT-6176052|imex:IM-11502-2,intact-miscore:0.75,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P25786,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659127|mint:MINT-6176052|imex:IM-11502-2,intact-miscore:0.76,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,Q9Y244,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659127|mint:MINT-6176052|imex:IM-11502-2,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P28066,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659127|mint:MINT-6176052|imex:IM-11502-2,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P25789,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659127|mint:MINT-6176052|imex:IM-11502-2,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,Q99436,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P28072,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P28074,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P25788,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.84,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P25787,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.74,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P28070,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,O14818,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.75,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P49721,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P49720,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P25786,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.76,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P25789,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P20618,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,P28066,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60900,Q9Y244,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659176|mint:MINT-6176080|imex:IM-11502-3,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14818,P25786,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659266|mint:MINT-6176676|imex:IM-11502-4,intact-miscore:0.91,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14818,P25788,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659266|mint:MINT-6176676|imex:IM-11502-4,intact-miscore:0.79,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14818,P49721,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659266|mint:MINT-6176676|imex:IM-11502-4,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14818,P25789,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659266|mint:MINT-6176676|imex:IM-11502-4,intact-miscore:0.85,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14818,P28066,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659266|mint:MINT-6176676|imex:IM-11502-4,intact-miscore:0.56,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14818,P49720,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659266|mint:MINT-6176676|imex:IM-11502-4,intact-miscore:0.61,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14818,P28070,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659266|mint:MINT-6176676|imex:IM-11502-4,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14818,P60900,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659266|mint:MINT-6176676|imex:IM-11502-4,intact-miscore:0.75,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14818,P25787,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659266|mint:MINT-6176676|imex:IM-11502-4,intact-miscore:0.81,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14818,P28072,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659266|mint:MINT-6176676|imex:IM-11502-4,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
O14818,Q9Y244,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659266|mint:MINT-6176676|imex:IM-11502-4,intact-miscore:0.48,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P49721,P20618,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659337|mint:MINT-6176129|imex:IM-11502-6,intact-miscore:0.55,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P28074,P49720,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659392|mint:MINT-6176151|imex:IM-11502-8,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P49720,P20618,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659356|mint:MINT-6176141|imex:IM-11502-7,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P20618,Q99436,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659411|mint:MINT-6176162|imex:IM-11502-9,intact-miscore:0.75,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P20618,Q9Y244,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659447|mint:MINT-6176172|imex:IM-11502-10,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P20618,P49721,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659466|mint:MINT-6176182|imex:IM-11502-11,intact-miscore:0.55,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P49720,P49721,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659502|mint:MINT-6176193|imex:IM-11502-12,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P49720,P49721,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659521|mint:MINT-6176204|imex:IM-11502-13,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q99436,P28070,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659557|mint:MINT-6176215|imex:IM-11502-14,intact-miscore:0.55,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P28070,Q9Y244,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659576|mint:MINT-6176225|imex:IM-11502-15,intact-miscore:0.55,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P28074,P20618,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659647|imex:IM-11502-16|mint:MINT-6176237,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q99436,P28074,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659729|mint:MINT-6176256|imex:IM-11502-18,intact-miscore:0.75,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P28074,P28070,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659667|mint:MINT-6176246|imex:IM-11502-17,intact-miscore:0.55,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9Y244,P28074,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659748|mint:MINT-6176266|imex:IM-11502-19,intact-miscore:0.55,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P20618,Q99436,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659854|mint:MINT-6176276|imex:IM-11502-20,intact-miscore:0.75,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q99436,Q99436,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659873|mint:MINT-6176287|imex:IM-11502-21,intact-miscore:0.55,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P28072,Q99436,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7659933|mint:MINT-6176297|imex:IM-11502-22,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P28072,Q9Y244,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7660039|mint:MINT-6176318|imex:IM-11502-24,intact-miscore:0.55,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9Y244,P28074,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7660004|mint:MINT-6176307|imex:IM-11502-23,intact-miscore:0.55,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9Y244,Q99436,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7660089|mint:MINT-6176328|imex:IM-11502-25,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9Y244,P49720,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7660144|mint:MINT-6176348|imex:IM-11502-27,intact-miscore:0.67,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
Q9Y244,Q9Y244,"psi-mi:""MI:0018""(two hybrid)",pubmed:17948026|imex:IM-11502|mint:MINT-6175987,9606,9606,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0471""(MINT)",intact:EBI-7660108|mint:MINT-6176338|imex:IM-11502-26,intact-miscore:0.37,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
